Feature,Importance
DEL_21,0.000553105099362477
DIC_5,0.0005012886629282188
ISO_13,0.0004933124476965546
DIC_8,0.0004694940359658021
ISO_4,0.0004432653354073481
INV_2,0.0004278537786489045
INV_1,0.0004135309388647379
DIC_16,0.0003781123633537016
ISO_15,0.0003557293150720521
ISO_2,0.00035468525722860705
INS_5,0.0003332584327080727
ISO_14,0.0003331890718054171
INS_4,0.00032356713597840863
TRANS_19,0.00032223809790087217
DIC_4,0.00031665617652100166
INV_13,0.0003073696221705072
DUP_7,0.0003000548290624304
DUP_12,0.00029322975194240666
ISO_11,0.0002683501811130116
INV_3,0.00026533320325613136
DIC_22,0.00026107902055277975
INV_10,0.00023510598472756917
INV_8,0.00023148999187176393
INS_7,0.0002101492805266651
INS_14,0.0002092898434414253
INS_11,0.00019521707598003148
DUP_9,0.00019252335426360467
DUP_10,0.00018531416672434107
ISO_18,0.00016670882587441804
INS_16,0.00016020813548396685
INV_20,0.00015111847946507945
ISO_21,0.00013561732750299132
INV_5,0.00013019396747012836
DUP_6,0.0001282812071956431
DUP_5,0.00011893459036957325
INV_16,0.00011861614553105618
INS_6,0.0001034881111214373
DUP_13,0.00010222887461745643
INS_18,9.891498566486853e-05
INV_12,7.274664963739677e-05
DUP_21,6.761342182372584e-05
ISO_10,6.381867650041065e-05
INV_9,6.361496006225789e-05
INV_7,5.737140668363226e-05
DIC_19,5.000589349371433e-05
INV_14,4.818995745690665e-05
DIC_15,4.557090142201846e-05
INV_4,4.317484347070518e-05
DUP_16,3.919127045894618e-05
DUP_14,3.0640745434411854e-05
DUP_19,2.7812606891018218e-05
INV_18,2.647666747351582e-05
ISO_22,2.4363464808943854e-05
INS_12,1.5195251827450219e-05
DUP_17,1.5018485746798667e-05
INS_13,1.0595398465061303e-05
DIC_10,4.078698083531638e-06
DUP_8,4.002194621663042e-06
INS_9,1.8414770490209602e-06
