Feature,Importance
DUP_11,0.0005731100504487028
DUP_13,0.0005664211063817919
DIC_11,0.0005446871613960706
DEL_19,0.0005404015837587307
DIC_6,0.0005389433448565438
ISO_4,0.0005024923126414927
INV_16,0.0005014748095662676
INV_11,0.0004915093916834389
DIC_20,0.0004884375474666938
DUP_12,0.0004731050846083824
INV_17,0.00043783423081393026
DIC_3,0.00043656185383883847
ISO_15,0.00043355708989604536
INS_8,0.00041804944174034556
ISO_2,0.00041185240020006903
ISO_14,0.00039321427030112856
DIC_9,0.00037859017298982645
ISO_18,0.00036959602620550037
DIC_16,0.0003560852920785426
DIC_15,0.00034328030546030533
DIC_17,0.00033096223595148846
DUP_4,0.0002922824745218533
INS_4,0.0002918654492970322
DIC_22,0.00029085038733320874
INS_16,0.00028548628639797635
DEL_21,0.0002788531107994007
DIC_8,0.0002785229481835414
INS_11,0.0002446741982520157
INS_5,0.00022451577771146183
INS_12,0.00022239874805457706
ISO_10,0.00020989813749141086
INV_14,0.00020808780156011445
DIC_2,0.00019303669263112064
INV_18,0.0001886365721166162
INV_4,0.00018434317786194127
INV_5,0.00017416764640634013
DUP_19,0.00017214577052187115
DUP_9,0.0001695367906078169
INS_18,0.0001615861086912303
INS_3,0.00016139885904299187
ISO_21,0.00015014508678077456
DUP_21,0.0001428285467134169
DUP_16,0.00013827625755663973
INS_9,0.0001349885847426684
INV_2,0.0001319058454253667
DIC_5,0.0001218725787808617
INV_7,0.0001158604853790174
DIC_14,0.00010367808079210817
DUP_17,0.00010305288934651228
ISO_22,9.961646903526934e-05
DUP_14,9.859621310355778e-05
DUP_10,9.856307069052684e-05
DUP_5,9.823967934400589e-05
DIC_19,9.520239541855372e-05
INS_14,8.641313662420345e-05
DUP_6,8.235318873282065e-05
DUP_3,8.08106899036324e-05
INS_17,7.943485908618957e-05
DUP_20,7.907234036080832e-05
INV_9,7.018512419689538e-05
INV_10,5.6570667050869424e-05
INV_8,5.50567072466254e-05
INS_13,5.428542006381266e-05
INV_13,5.288946039142702e-05
DIC_4,4.8280076412395805e-05
INS_7,4.1433180033162045e-05
INS_10,3.092657524064997e-05
INV_20,2.5357919513125782e-05
DIC_7,2.4356874908120844e-05
INS_6,2.2013825062097145e-05
DUP_8,4.2758517699044574e-07
DIC_10,2.9568511127598326e-07
